inventory_id,warehouse_id,product_id,inventory_date,quantity_on_hand,reserved_quantity,reorder_level
INV00004013,WH009,PROD00022,2025-08-28,1365,199,66
INV00004014,WH009,PROD00424,2025-05-07,4511,71,142
INV00004015,WH009,PROD00233,2026-05-04,3962,366,69
INV00004016,WH009,PROD00325,2025-01-04,2297,87,40
INV00004017,WH009,PROD00141,2025-09-15,4779,106,43
INV00004018,WH009,PROD00220,2026-07-04,2313,341,68
INV00004019,WH009,PROD00486,2025-10-03,2530,255,44
INV00004020,WH009,PROD00451,2026-02-01,176,180,97
INV00004021,WH009,PROD00172,2026-05-24,3377,43,169
INV00004022,WH009,PROD00166,2026-01-10,1879,466,105
INV00004023,WH009,PROD00033,2025-08-30,1697,19,70
INV00004024,WH009,PROD00018,2025-08-02,4276,39,42
INV00004025,WH009,PROD00421,2026-03-21,1428,130,131
INV00004026,WH009,PROD00088,2026-04-24,263,307,82
INV00004027,WH009,PROD00245,2025-01-01,4903,281,150
INV00004028,WH009,PROD00027,2025-05-30,3201,433,147
INV00004029,WH009,PROD00191,2026-02-14,4349,487,190
INV00004030,WH009,PROD00426,2026-07-03,3392,196,126
INV00004031,WH009,PROD00498,2026-02-03,2190,443,20
INV00004032,WH009,PROD00413,2025-01-14,4046,450,192
INV00004033,WH009,PROD00321,2025-08-01,868,487,154
INV00004034,WH009,PROD00418,2026-04-12,2151,437,47
INV00004035,WH009,PROD00145,2025-03-17,2640,75,144
INV00004036,WH009,PROD00313,2025-01-03,4057,128,190
INV00004037,WH009,PROD00454,2025-08-17,1568,382,177
INV00004038,WH009,PROD00019,2026-02-02,3812,335,63
INV00004039,WH009,PROD00396,2026-03-19,66,252,189
INV00004040,WH009,PROD00467,2025-06-08,2675,451,107
INV00004041,WH009,PROD00036,2026-04-03,3227,383,22
INV00004042,WH009,PROD00493,2025-10-29,107,191,182
INV00004043,WH009,PROD00237,2025-03-04,404,361,57
INV00004044,WH009,PROD00083,2025-12-28,2556,166,188
INV00004045,WH009,PROD00437,2025-01-16,4371,337,117
INV00004046,WH009,PROD00152,2025-04-05,4345,160,199
INV00004047,WH009,PROD00045,2026-04-14,2191,86,110
INV00004048,WH009,PROD00327,2026-03-12,827,388,147
INV00004049,WH009,PROD00116,2025-11-08,578,161,185
INV00004050,WH009,PROD00129,2025-09-15,777,111,105
INV00004051,WH009,PROD00470,2025-07-22,658,375,142
INV00004052,WH009,PROD00288,2025-08-18,1943,43,85
INV00004053,WH009,PROD00266,2026-07-27,1686,486,151
INV00004054,WH009,PROD00361,2025-01-28,230,232,21
INV00004055,WH009,PROD00316,2026-05-07,1912,302,86
INV00004056,WH009,PROD00251,2025-03-12,331,26,184
INV00004057,WH009,PROD00178,2026-04-25,0,467,185
INV00004058,WH009,PROD00050,2026-04-17,2690,105,165
INV00004059,WH009,PROD00445,2025-06-01,3428,209,90
INV00004060,WH009,PROD00231,2025-01-18,823,236,45
INV00004061,WH009,PROD00374,2025-10-03,4598,423,73
INV00004062,WH009,PROD00065,2026-01-22,2155,219,173
INV00004063,WH009,PROD00111,2025-07-15,3018,90,130
INV00004064,WH009,PROD00453,2026-01-24,1584,209,19
INV00004065,WH009,PROD00048,2025-05-11,4801,209,27
INV00004066,WH009,PROD00096,2025-06-14,337,476,33
INV00004067,WH009,PROD00155,2026-01-13,3627,245,109
INV00004068,WH009,PROD00063,2025-08-19,2710,86,144
INV00004069,WH009,PROD00298,2025-07-29,2051,24,111
INV00004070,WH009,PROD00218,2025-11-02,1273,366,139
INV00004071,WH009,PROD00429,2025-10-04,2927,130,22
INV00004072,WH009,PROD00296,2026-05-03,3452,227,111
INV00004073,WH009,PROD00456,2026-08-02,2627,62,169
INV00004074,WH009,PROD00328,2026-01-09,4549,98,183
INV00004075,WH009,PROD00317,2026-08-03,2719,1,46
INV00004076,WH009,PROD00430,2025-09-13,2371,117,176
INV00004077,WH009,PROD00216,2026-06-22,1485,249,192
INV00004078,WH009,PROD00292,2025-07-26,2473,240,13
INV00004079,WH009,PROD00158,2026-02-10,1626,443,110
INV00004080,WH009,PROD00206,2026-07-08,3650,159,98
INV00004081,WH009,PROD00364,2026-08-09,4552,408,149
INV00004082,WH009,PROD00452,2026-03-24,1183,210,67
INV00004083,WH009,PROD00402,2025-09-26,2164,282,76
INV00004084,WH009,PROD00480,2026-05-23,1282,100,193
INV00004085,WH009,PROD00175,2025-08-03,3704,297,139
INV00004086,WH009,PROD00385,2025-07-07,2317,114,130
INV00004087,WH009,PROD00066,2025-12-04,1717,109,23
INV00004088,WH009,PROD00277,2025-04-17,4071,349,100
INV00004089,WH009,PROD00466,2025-08-24,4154,107,50
INV00004090,WH009,PROD00095,2025-07-05,2155,235,134
INV00004091,WH009,PROD00208,2026-03-13,3471,45,117
INV00004092,WH009,PROD00369,2026-01-27,4453,179,121
INV00004093,WH009,PROD00490,2026-06-28,3830,321,146
INV00004094,WH009,PROD00182,2026-03-18,1149,339,108
INV00004095,WH009,PROD00044,2026-07-14,3995,142,183
INV00004096,WH009,PROD00168,2026-01-26,2317,493,16
INV00004097,WH009,PROD00346,2026-03-17,911,247,85
INV00004098,WH009,PROD00120,2026-06-28,2575,272,16
INV00004099,WH009,PROD00010,2025-09-14,1447,371,181
INV00004100,WH009,PROD00365,2026-01-31,3377,55,187
INV00004101,WH009,PROD00375,2025-04-21,616,378,113
INV00004102,WH009,PROD00264,2026-04-13,3630,457,58
INV00004103,WH009,PROD00484,2025-11-21,3774,319,54
INV00004104,WH009,PROD00243,2026-01-05,2227,336,126
INV00004105,WH009,PROD00080,2026-01-09,425,288,179
INV00004106,WH009,PROD00261,2026-07-29,1611,140,67
INV00004107,WH009,PROD00345,2025-01-15,2288,142,151
INV00004108,WH009,PROD00363,2025-05-31,1348,196,72
INV00004109,WH009,PROD00052,2025-01-31,901,195,87
INV00004110,WH009,PROD00311,2025-08-12,3228,234,128
INV00004111,WH009,PROD00109,2026-04-11,4814,377,111
INV00004112,WH009,PROD00489,2026-01-14,420,164,100
INV00004113,WH009,PROD00472,2025-01-01,1118,179,29
INV00004114,WH009,PROD00016,2025-06-30,4469,298,95
INV00004115,WH009,PROD00123,2025-03-24,313,146,178
INV00004116,WH009,PROD00281,2025-11-07,3374,209,68
INV00004117,WH009,PROD00460,2025-02-27,332,331,181
INV00004118,WH009,PROD00306,2025-09-08,4922,83,142
INV00004119,WH009,PROD00118,2025-06-10,4820,352,42
INV00004120,WH009,PROD00397,2026-05-07,2380,438,154
INV00004121,WH009,PROD00335,2025-07-06,3755,103,50
INV00004122,WH009,PROD00159,2025-02-15,4592,192,181
INV00004123,WH009,PROD00135,2025-07-28,433,307,199
INV00004124,WH009,PROD00394,2026-07-25,920,160,176
INV00004125,WH009,PROD00442,2026-03-16,1557,173,172
INV00004126,WH009,PROD00349,2026-03-13,4837,204,25
INV00004127,WH009,PROD00278,2025-10-21,2416,411,188
INV00004128,WH009,PROD00091,2026-05-17,2210,235,131
INV00004129,WH009,PROD00372,2025-06-22,3536,315,101
INV00004130,WH009,PROD00023,2026-03-27,2949,439,178
INV00004131,WH009,PROD00228,2025-07-20,4166,170,192
INV00004132,WH009,PROD00226,2026-03-12,2884,53,86
INV00004133,WH009,PROD00488,2025-09-18,2636,269,182
INV00004134,WH009,PROD00476,2025-03-14,3223,433,173
INV00004135,WH009,PROD00039,2025-09-18,487,49,143
INV00004136,WH009,PROD00353,2026-02-24,448,86,166
INV00004137,WH009,PROD00267,2026-02-25,1049,154,141
INV00004138,WH009,PROD00031,2025-08-10,3657,27,158
INV00004139,WH009,PROD00419,2025-11-16,3280,190,115
INV00004140,WH009,PROD00492,2026-03-02,1244,314,186
INV00004141,WH009,PROD00334,2025-10-15,1817,260,154
INV00004142,WH009,PROD00056,2026-06-29,4949,482,32
INV00004143,WH009,PROD00082,2025-09-26,1713,79,137
INV00004144,WH009,PROD00260,2025-09-24,290,323,116
INV00004145,WH009,PROD00473,2025-10-03,4177,335,174
INV00004146,WH009,PROD00034,2025-04-05,4114,67,28
INV00004147,WH009,PROD00067,2026-02-19,3263,294,185
INV00004148,WH009,PROD00227,2026-05-07,3596,371,41
INV00004149,WH009,PROD00308,2026-06-23,2709,245,196
INV00004150,WH009,PROD00234,2025-07-25,115,493,111
INV00004151,WH009,PROD00324,2026-05-16,1045,229,73
INV00004152,WH009,PROD00026,2025-06-29,21,86,140
INV00004153,WH009,PROD00474,2025-12-05,442,376,137
INV00004154,WH009,PROD00038,2025-01-03,2615,59,150
INV00004155,WH009,PROD00434,2025-05-24,2618,127,162
INV00004156,WH009,PROD00221,2026-07-27,128,363,107
INV00004157,WH009,PROD00086,2025-07-10,2244,218,72
INV00004158,WH009,PROD00401,2025-08-01,4378,204,185
INV00004159,WH009,PROD00154,2026-01-28,1638,60,73
INV00004160,WH009,PROD00236,2025-04-07,376,365,129
INV00004161,WH009,PROD00133,2025-12-15,2617,243,152
INV00004162,WH009,PROD00383,2025-09-06,1466,448,107
INV00004163,WH009,PROD00455,2025-07-28,4540,335,189
INV00004164,WH009,PROD00250,2025-03-25,1908,25,174
INV00004165,WH009,PROD00144,2025-12-14,450,82,168
INV00004166,WH009,PROD00167,2025-01-27,3802,333,141
INV00004167,WH009,PROD00293,2025-07-30,3655,288,72
INV00004168,WH009,PROD00138,2026-03-05,2994,16,65
INV00004169,WH009,PROD00348,2025-10-28,3641,326,149
INV00004170,WH009,PROD00464,2025-03-19,2717,229,197
INV00004171,WH009,PROD00210,2026-07-15,144,340,71
INV00004172,WH009,PROD00482,2026-02-11,2063,436,125
INV00004173,WH009,PROD00199,2025-11-11,127,358,87
INV00004174,WH009,PROD00140,2026-08-04,3393,255,64
INV00004175,WH009,PROD00212,2025-01-22,1909,248,196
INV00004176,WH009,PROD00004,2026-08-12,1732,114,10
INV00004177,WH009,PROD00203,2026-05-07,1604,26,63
INV00004178,WH009,PROD00285,2025-02-27,2465,49,98
INV00004179,WH009,PROD00312,2026-01-16,1511,317,167
INV00004180,WH009,PROD00247,2025-05-26,1303,9,141
INV00004181,WH009,PROD00279,2026-02-21,1060,99,113
INV00004182,WH009,PROD00268,2025-04-03,766,134,62
INV00004183,WH009,PROD00072,2026-04-18,1117,85,190
INV00004184,WH009,PROD00117,2026-02-27,4873,327,126
INV00004185,WH009,PROD00436,2026-04-29,324,36,163
INV00004186,WH009,PROD00183,2025-06-06,4916,79,31
INV00004187,WH009,PROD00272,2026-07-20,967,442,25
INV00004188,WH009,PROD00107,2025-10-29,3034,13,103
INV00004189,WH009,PROD00217,2025-03-05,4345,460,166
INV00004190,WH009,PROD00150,2026-01-12,2746,45,80
INV00004191,WH009,PROD00087,2025-12-29,4584,284,44
INV00004192,WH009,PROD00450,2026-05-20,402,37,86
INV00004193,WH009,PROD00149,2025-08-06,2252,93,154
INV00004194,WH009,PROD00049,2025-09-29,194,360,131
INV00004195,WH009,PROD00127,2026-01-04,1071,53,126
INV00004196,WH009,PROD00057,2025-07-23,1847,171,17
INV00004197,WH009,PROD00393,2026-07-26,653,0,87
INV00004198,WH009,PROD00417,2025-02-15,2673,443,80
INV00004199,WH009,PROD00339,2025-02-05,2858,248,184
INV00004200,WH009,PROD00433,2026-03-21,3748,478,183
INV00004201,WH009,PROD00151,2025-12-13,273,478,83
INV00004202,WH009,PROD00074,2026-08-01,4742,240,28
INV00004203,WH009,PROD00164,2025-12-11,1469,164,59
INV00004204,WH009,PROD00085,2026-06-30,842,121,40
INV00004205,WH009,PROD00485,2026-01-26,1685,437,108
INV00004206,WH009,PROD00447,2025-11-13,1109,197,132
INV00004207,WH009,PROD00156,2025-07-14,4995,56,34
INV00004208,WH009,PROD00114,2025-07-01,1820,212,188
INV00004209,WH009,PROD00262,2025-04-05,1693,301,44
INV00004210,WH009,PROD00420,2026-07-25,4953,21,46
INV00004211,WH009,PROD00232,2025-11-03,4023,84,61
INV00004212,WH009,PROD00271,2025-04-11,1691,19,197
INV00004213,WH009,PROD00058,2025-11-09,1138,406,162
INV00004214,WH009,PROD00061,2025-05-22,4834,404,200
INV00004215,WH009,PROD00427,2025-09-08,1576,201,41
INV00004216,WH009,PROD00408,2025-10-08,1430,449,39
INV00004217,WH009,PROD00124,2026-01-26,2763,56,37
INV00004218,WH009,PROD00013,2025-03-26,2288,463,177
INV00004219,WH009,PROD00283,2025-08-16,4435,208,192
INV00004220,WH009,PROD00295,2025-11-30,2144,387,73
INV00004221,WH009,PROD00205,2025-08-26,2679,435,116
INV00004222,WH009,PROD00214,2025-03-28,335,61,169
INV00004223,WH009,PROD00390,2025-02-20,2108,98,10
INV00004224,WH009,PROD00287,2026-05-02,3515,478,101
INV00004225,WH009,PROD00001,2025-11-11,4291,341,58
INV00004226,WH009,PROD00257,2026-02-13,3043,349,163
INV00004227,WH009,PROD00186,2025-09-06,1060,333,80
INV00004228,WH009,PROD00006,2026-03-16,4395,317,25
INV00004229,WH009,PROD00331,2025-03-28,616,451,141
INV00004230,WH009,PROD00332,2025-01-28,2757,416,197
INV00004231,WH009,PROD00071,2025-05-30,4381,232,50
INV00004232,WH009,PROD00457,2025-04-10,448,139,37
INV00004233,WH009,PROD00113,2026-05-23,1427,319,39
INV00004234,WH009,PROD00184,2025-09-23,4072,449,36
INV00004235,WH009,PROD00136,2026-01-23,857,403,89
INV00004236,WH009,PROD00108,2026-06-18,2522,36,96
INV00004237,WH009,PROD00042,2025-07-12,1364,115,159
INV00004238,WH009,PROD00458,2026-07-19,370,150,101
INV00004239,WH009,PROD00122,2026-07-18,1109,497,102
INV00004240,WH009,PROD00110,2026-06-12,2986,163,182
INV00004241,WH009,PROD00415,2025-09-19,3205,194,42
INV00004242,WH009,PROD00147,2026-06-23,1829,79,175
INV00004243,WH009,PROD00139,2025-03-15,4057,287,180
INV00004244,WH009,PROD00423,2026-01-24,1007,415,78
INV00004245,WH009,PROD00422,2026-07-11,2156,145,135
INV00004246,WH009,PROD00392,2025-07-03,3286,382,144
INV00004247,WH009,PROD00195,2026-03-13,587,376,136
INV00004248,WH009,PROD00112,2026-03-15,4199,481,128
INV00004249,WH009,PROD00163,2025-07-19,1175,345,166
INV00004250,WH009,PROD00174,2026-06-20,0,384,57
INV00004251,WH009,PROD00351,2025-07-26,4710,333,62
INV00004252,WH009,PROD00286,2026-03-13,812,299,162
INV00004253,WH009,PROD00496,2025-03-24,1012,114,172
INV00004254,WH009,PROD00319,2025-11-18,4078,87,168
INV00004255,WH009,PROD00097,2026-07-10,786,243,24
INV00004256,WH009,PROD00359,2025-04-04,4109,36,19
INV00004257,WH009,PROD00463,2025-12-06,3909,66,12
INV00004258,WH009,PROD00318,2025-10-13,2202,395,147
INV00004259,WH009,PROD00185,2026-06-07,4807,372,123
INV00004260,WH009,PROD00017,2025-08-20,3955,115,38
INV00004261,WH009,PROD00253,2025-01-07,2121,87,68
INV00004262,WH009,PROD00030,2025-08-05,857,21,167
INV00004263,WH009,PROD00366,2025-05-22,4700,96,36
INV00004264,WH009,PROD00003,2025-02-19,158,378,52
INV00004265,WH009,PROD00162,2025-12-30,2751,411,187
INV00004266,WH009,PROD00200,2025-11-11,3704,286,30
INV00004267,WH009,PROD00310,2026-07-31,1710,308,97
INV00004268,WH009,PROD00388,2026-04-24,3292,379,17
INV00004269,WH009,PROD00137,2026-02-05,2188,230,22
INV00004270,WH009,PROD00326,2025-07-18,9,71,52
INV00004271,WH009,PROD00188,2025-03-18,2274,142,102
INV00004272,WH009,PROD00370,2025-05-01,196,97,198
INV00004273,WH009,PROD00471,2025-10-05,4955,129,152
INV00004274,WH009,PROD00431,2025-01-05,3512,8,43
INV00004275,WH009,PROD00333,2025-12-09,3791,115,119
INV00004276,WH009,PROD00462,2025-07-13,3024,288,84
INV00004277,WH009,PROD00035,2025-07-07,3874,338,47
INV00004278,WH009,PROD00180,2025-04-04,2002,418,141
INV00004279,WH009,PROD00103,2025-03-27,1132,80,12
INV00004280,WH009,PROD00246,2025-11-11,735,422,184
INV00004281,WH009,PROD00051,2025-02-14,555,85,106
INV00004282,WH009,PROD00481,2025-01-30,1774,171,58
INV00004283,WH009,PROD00449,2025-09-23,4804,378,89
INV00004284,WH009,PROD00046,2026-03-18,2605,300,93
INV00004285,WH009,PROD00289,2025-05-09,4820,422,109
INV00004286,WH009,PROD00410,2026-08-08,1587,54,77
INV00004287,WH009,PROD00224,2025-07-10,1560,106,106
INV00004288,WH009,PROD00177,2025-11-26,2997,127,198
INV00004289,WH009,PROD00439,2025-12-24,429,43,53
INV00004290,WH009,PROD00252,2025-01-17,856,133,67
INV00004291,WH009,PROD00012,2025-08-23,2551,107,72
INV00004292,WH009,PROD00032,2026-02-07,1448,366,198
INV00004293,WH009,PROD00024,2025-05-27,3288,405,174
INV00004294,WH009,PROD00238,2026-07-30,3058,471,173
INV00004295,WH009,PROD00294,2026-03-09,75,52,52
INV00004296,WH009,PROD00465,2025-06-22,2479,251,108
INV00004297,WH009,PROD00404,2026-02-03,2796,355,52
INV00004298,WH009,PROD00169,2025-09-05,3280,438,17
INV00004299,WH009,PROD00354,2025-11-05,2159,296,137
INV00004300,WH009,PROD00079,2026-03-13,2635,305,114
INV00004301,WH009,PROD00275,2025-06-17,1538,493,194
INV00004302,WH009,PROD00197,2026-05-24,107,210,114
INV00004303,WH009,PROD00021,2026-02-27,304,497,115
INV00004304,WH009,PROD00322,2026-01-03,2819,414,127
INV00004305,WH009,PROD00070,2026-03-07,3333,185,35
INV00004306,WH009,PROD00475,2025-09-12,31,430,115
INV00004307,WH009,PROD00204,2025-04-10,4204,285,87
INV00004308,WH009,PROD00029,2025-05-21,2110,256,151
INV00004309,WH009,PROD00069,2026-07-17,1808,440,123
INV00004310,WH009,PROD00259,2026-07-04,2084,82,119
INV00004311,WH009,PROD00398,2025-11-12,3425,443,52
INV00004312,WH009,PROD00121,2025-05-07,186,122,77
INV00004313,WH009,PROD00487,2026-01-09,1111,480,150
INV00004314,WH009,PROD00297,2025-01-09,3997,321,176
INV00004315,WH009,PROD00290,2025-12-21,1985,374,79
INV00004316,WH009,PROD00440,2025-06-16,2235,275,56
INV00004317,WH009,PROD00076,2025-09-25,2675,68,120
INV00004318,WH009,PROD00213,2026-07-27,989,12,151
INV00004319,WH009,PROD00235,2025-12-16,216,291,95
INV00004320,WH009,PROD00300,2026-02-04,2738,114,150
INV00004321,WH009,PROD00320,2025-03-22,3704,219,139
INV00004322,WH009,PROD00148,2025-05-07,1770,328,177
INV00004323,WH009,PROD00303,2025-08-01,4352,224,187
INV00004324,WH009,PROD00340,2025-01-10,9,126,132
INV00004325,WH009,PROD00399,2026-07-07,2498,210,75
INV00004326,WH009,PROD00500,2025-06-27,4056,78,167
INV00004327,WH009,PROD00497,2026-04-25,2401,168,85
INV00004328,WH009,PROD00207,2025-06-28,3932,359,78
INV00004329,WH009,PROD00047,2026-06-23,3319,72,117
INV00004330,WH009,PROD00009,2025-04-07,952,380,143
INV00004331,WH009,PROD00355,2025-07-13,4981,222,78
INV00004332,WH009,PROD00126,2025-05-09,1701,336,189
INV00004333,WH009,PROD00441,2026-05-24,3802,65,94
INV00004334,WH009,PROD00119,2026-05-02,2794,92,47
INV00004335,WH009,PROD00380,2026-02-04,1661,344,57
INV00004336,WH009,PROD00347,2025-06-16,1077,330,145
INV00004337,WH009,PROD00304,2025-12-31,2921,98,31
INV00004338,WH009,PROD00077,2026-02-18,2788,299,157
INV00004339,WH009,PROD00284,2026-02-13,612,478,148
INV00004340,WH009,PROD00043,2026-06-16,2414,440,117
INV00004341,WH009,PROD00337,2026-01-09,3032,50,176
INV00004342,WH009,PROD00299,2026-06-12,0,23,110
INV00004343,WH009,PROD00274,2026-04-22,1344,107,167
INV00004344,WH009,PROD00368,2025-09-14,3497,487,31
INV00004345,WH009,PROD00160,2025-10-23,735,187,97
INV00004346,WH009,PROD00157,2026-07-09,4535,446,95
INV00004347,WH009,PROD00341,2025-05-29,1102,496,86
INV00004348,WH009,PROD00483,2025-08-28,1509,472,151
INV00004349,WH009,PROD00276,2026-07-22,3877,474,55
INV00004350,WH009,PROD00414,2026-02-27,4777,96,47
INV00004351,WH009,PROD00255,2026-02-03,414,250,163
INV00004352,WH009,PROD00092,2026-01-24,2706,443,94
INV00004353,WH009,PROD00291,2026-06-23,4535,388,36
INV00004354,WH009,PROD00098,2025-12-05,1731,117,56
INV00004355,WH009,PROD00192,2026-02-24,2543,336,44
INV00004356,WH009,PROD00323,2025-05-15,3795,180,103
INV00004357,WH009,PROD00198,2026-04-05,1967,181,42
INV00004358,WH009,PROD00209,2026-05-02,4936,393,137
INV00004359,WH009,PROD00367,2026-03-17,4624,457,33
INV00004360,WH009,PROD00142,2025-08-24,621,343,199
INV00004361,WH009,PROD00499,2025-03-15,2670,459,129
INV00004362,WH009,PROD00193,2025-05-04,245,188,91
INV00004363,WH009,PROD00425,2025-10-07,4085,120,44
INV00004364,WH009,PROD00314,2025-08-19,4621,308,127
INV00004365,WH009,PROD00196,2026-07-07,814,313,32
INV00004366,WH009,PROD00115,2025-11-16,2669,497,81
INV00004367,WH009,PROD00428,2025-02-12,3510,2,99
INV00004368,WH009,PROD00189,2025-09-24,3343,398,29
INV00004369,WH009,PROD00059,2025-04-13,974,333,135
INV00004370,WH009,PROD00101,2025-05-28,4711,152,118
INV00004371,WH009,PROD00181,2026-06-11,3215,19,22
INV00004372,WH009,PROD00068,2025-11-22,4429,394,40
INV00004373,WH009,PROD00269,2025-01-16,3199,282,76
INV00004374,WH009,PROD00176,2025-07-07,1971,274,14
INV00004375,WH009,PROD00478,2025-06-30,753,349,103
INV00004376,WH009,PROD00005,2025-03-05,3149,316,152
INV00004377,WH009,PROD00008,2025-01-08,1257,294,155
INV00004378,WH009,PROD00007,2025-11-09,2174,181,140
INV00004379,WH009,PROD00265,2025-11-10,454,202,58
INV00004380,WH009,PROD00219,2025-02-11,778,373,116
INV00004381,WH009,PROD00194,2025-06-08,4816,165,189
INV00004382,WH009,PROD00384,2026-05-25,3753,477,109
INV00004383,WH009,PROD00171,2025-10-24,2364,390,48
INV00004384,WH009,PROD00459,2026-06-16,3290,19,133
INV00004385,WH009,PROD00106,2025-08-25,3681,48,43
INV00004386,WH009,PROD00377,2026-05-04,2305,322,31
INV00004387,WH009,PROD00407,2025-06-18,4741,343,132
INV00004388,WH009,PROD00302,2025-04-14,3213,389,106
INV00004389,WH009,PROD00211,2026-04-25,4910,377,177
INV00004390,WH009,PROD00389,2025-09-16,734,403,54
INV00004391,WH009,PROD00263,2025-01-27,4053,177,33
INV00004392,WH009,PROD00400,2025-02-19,2090,379,136
INV00004393,WH009,PROD00100,2026-05-25,1235,95,129
INV00004394,WH009,PROD00104,2026-07-23,663,114,165
INV00004395,WH009,PROD00242,2025-12-03,4661,262,186
INV00004396,WH009,PROD00342,2026-02-26,4501,76,12
INV00004397,WH009,PROD00132,2026-01-17,3087,394,81
INV00004398,WH009,PROD00280,2025-04-13,3294,390,137
INV00004399,WH009,PROD00305,2025-03-23,394,251,183
INV00004400,WH009,PROD00075,2025-01-18,3699,143,129
INV00004401,WH009,PROD00495,2026-03-05,1389,409,151
INV00004402,WH009,PROD00134,2026-07-21,4350,272,96
INV00004403,WH009,PROD00416,2025-06-17,4123,430,162
INV00004404,WH009,PROD00435,2025-04-07,4140,204,80
INV00004405,WH009,PROD00229,2025-10-14,1397,352,147
INV00004406,WH009,PROD00438,2025-08-08,3726,264,192
INV00004407,WH009,PROD00073,2026-03-15,92,222,60
INV00004408,WH009,PROD00491,2026-06-24,4759,76,24
INV00004409,WH009,PROD00230,2025-11-15,2430,369,22
INV00004410,WH009,PROD00373,2026-06-20,3224,244,185
INV00004411,WH009,PROD00301,2025-08-21,2168,429,114
INV00004412,WH009,PROD00448,2026-02-25,1228,399,145
INV00004413,WH009,PROD00477,2026-01-13,4317,424,23
INV00004414,WH009,PROD00146,2026-08-01,3615,345,140
INV00004415,WH009,PROD00041,2025-11-24,1884,223,116
INV00004416,WH009,PROD00202,2025-08-27,1177,202,96
INV00004417,WH009,PROD00014,2026-08-14,2089,287,37
INV00004418,WH009,PROD00002,2025-10-02,1839,340,150
INV00004419,WH009,PROD00244,2026-06-16,340,335,73
INV00004420,WH009,PROD00468,2025-12-07,697,243,43
INV00004421,WH009,PROD00395,2025-08-15,4335,179,160
INV00004422,WH009,PROD00099,2025-12-03,2951,60,159
INV00004423,WH009,PROD00028,2026-03-09,0,423,179
INV00004424,WH009,PROD00081,2025-04-25,3528,299,113
INV00004425,WH009,PROD00093,2025-06-17,0,475,177
INV00004426,WH009,PROD00403,2025-05-11,2680,181,33
INV00004427,WH009,PROD00270,2025-04-01,2973,128,137
INV00004428,WH009,PROD00352,2026-02-01,1648,497,26
INV00004429,WH009,PROD00105,2026-02-16,3157,416,184
INV00004430,WH009,PROD00215,2026-03-25,2830,322,103
INV00004431,WH009,PROD00064,2026-02-15,1867,399,146
INV00004432,WH009,PROD00239,2026-06-12,3281,215,45
INV00004433,WH009,PROD00153,2025-09-01,50,311,25
INV00004434,WH009,PROD00391,2025-02-07,3478,436,92
INV00004435,WH009,PROD00343,2025-08-06,4761,119,167
INV00004436,WH009,PROD00249,2026-08-03,1510,352,148
INV00004437,WH009,PROD00461,2025-01-20,3936,53,75
INV00004438,WH009,PROD00376,2026-01-08,522,368,25
INV00004439,WH009,PROD00054,2025-01-06,1143,286,127
INV00004440,WH009,PROD00358,2025-01-13,1610,366,21
INV00004441,WH009,PROD00443,2026-01-24,2329,131,115
INV00004442,WH009,PROD00037,2025-10-22,626,145,162
INV00004443,WH009,PROD00011,2025-03-14,2283,253,154
INV00004444,WH009,PROD00053,2026-06-02,1230,377,175
INV00004445,WH009,PROD00125,2026-06-03,2834,193,80
INV00004446,WH009,PROD00060,2025-12-14,2041,355,187
INV00004447,WH009,PROD00025,2025-02-06,3607,400,77
INV00004448,WH009,PROD00165,2025-10-11,2589,173,117
INV00004449,WH009,PROD00479,2025-09-17,4023,219,172
INV00004450,WH009,PROD00330,2025-08-19,1318,109,46
INV00004451,WH009,PROD00409,2025-05-19,3492,194,109
INV00004452,WH009,PROD00360,2025-06-05,3199,139,29
INV00004453,WH009,PROD00356,2025-06-02,3874,245,157
INV00004454,WH009,PROD00494,2026-01-02,1251,375,180
INV00004455,WH009,PROD00362,2025-08-03,202,222,151
INV00004456,WH009,PROD00179,2026-03-08,4253,245,19
INV00004457,WH009,PROD00444,2025-07-08,3334,473,127
INV00004458,WH009,PROD00254,2026-03-01,4155,0,18
INV00004459,WH009,PROD00273,2025-01-23,2277,248,191
INV00004460,WH009,PROD00338,2026-06-22,980,241,177
INV00004461,WH009,PROD00446,2026-01-19,805,172,50
INV00004462,WH009,PROD00190,2025-12-23,413,424,16
INV00004463,WH009,PROD00307,2025-03-09,2575,227,48
INV00004464,WH009,PROD00248,2025-08-13,737,195,111
INV00004465,WH009,PROD00315,2026-03-24,3767,324,110
INV00004466,WH009,PROD00350,2025-09-12,228,8,112
INV00004467,WH009,PROD00282,2026-08-05,801,281,149
INV00004468,WH009,PROD00201,2025-08-11,4720,476,138
INV00004469,WH009,PROD00187,2026-06-05,202,462,17
INV00004470,WH009,PROD00173,2025-12-31,3990,72,141
INV00004471,WH009,PROD00020,2025-09-10,4808,71,49
INV00004472,WH009,PROD00406,2026-01-08,841,27,135
INV00004473,WH009,PROD00379,2025-12-15,2287,475,120
INV00004474,WH009,PROD00084,2025-01-09,3988,250,89
INV00004475,WH009,PROD00130,2025-11-16,1470,318,115
INV00004476,WH009,PROD00040,2025-08-11,2501,486,91
INV00004477,WH009,PROD00170,2025-11-05,4720,175,130
INV00004478,WH009,PROD00222,2026-01-30,18,160,90
INV00004479,WH009,PROD00344,2025-05-31,1581,311,108
INV00004480,WH009,PROD00240,2025-04-19,1146,356,94
